words,sentiment_coeff
ᵏᵒᵒ_ᴵ,1.234883402973093
ᵐⁱˢˢ_ᵇᵗˢ,1.2490148926123132
filter,2.5856440612237526
7th,-4.8666844194309675
dec,-2.9084070150353694
umm,-8.824904457182441
what’,-7.697260350634868
common,-4.100917347072733
blink,-4.582351278275958
continu,-2.7305400543935106
hate,-2.023202777665348
twice,0.0
nan,-3.7869358486839118
like,-1.1379217150002974
live,-2.3581971028147453
era,-3.830709832748569
bighit,-1.9712562013944939
abus,-5.866734174392422
system,-2.8135726845183426
korean,-2.666164415109727
industri,-2.8333999903031084
bro,-6.546309457114502
hope_win,-3.049759136453067
realli,-2.103766746158233
never_walk,2.170029342071849
alon,-3.0196563041381776
fave,-3.6042561962292994
diseas,3.3962745576195776
play,-4.304465847569268
chungha,0.0
jjk,-3.5084101993337344
trio,-4.4357562806599145
energi,-4.29440018040252
tbh,-4.137564105791358
much,-1.7516031168957806
sigh,-8.151296905978718
matter,-2.7040442923002566
regret,-2.6477703586021044
fact,-2.396831620504979
alreadi,-3.1091754929887356
happen,-2.007722027077181
theyv,-3.2280715583034905
hurt,-3.0535157322240485
boy,-2.4040442647356546
feel,-1.934478755561772
back,-3.130227690043402
mistreat,-5.280690679051031
isnt,-2.563621414073962
im_glad,-3.9687348739402966
group,-1.6340350988970098
theyr,-1.9712008426073577
profession,-3.7057378488563546
kind,-2.750494646505165
even,-1.8431197520354838
type,-3.4176950099809473
peopl,-1.5980505967655094
treat,-2.221665735511235
bitch,-4.421409327511255
bye,-5.797150248639915
shit,-1.8609429301649636
wanna,-4.5106624224194265
believ,-2.9317894804186406
whatev,-2.9948452709068754
cant,-2.2805865261963274
reach,-4.479518761918322
level,-4.2494321426703126
hi,1.334392546696664
sorri_intrud,1.2261973010180043
ongo_vote,1.1884681693971055
seoui_music,1.2000550654642848
award_we’v,1.2163681943738724
lead_rn,1.1987966908129777
gap_decreas,1.1873841872484052
pleas,-1.6175492879784128
join,-1.9207882172810955
vote_tmi,1.1438724178505397
never_popular,1.1619544589743054
award,1.3562962966073686
b4,-1.853752099001386
here’_vote,1.2263295448165539
tut_prepar,1.3090281784360112
vote_fb,1.5157121737738795
empti,-3.633868365424778
good,-2.6344900245572087
keep,-2.310694457175476
lgo,-4.051956844524494
50,2.6232846472936897
sorri,-6.125078304105734
it’_fault,-5.808009473167841
feel_bad,-3.3832590065580868
vh1_playist,3.5853211845138824
l,2.8921537620145568
war_hormon,-7.71012264398916
fancam,0.0
releas,-2.352466841740305
member,-2.2625872137024254
fan,-1.8901890598746625
bae,-4.805564879683571
dynamit,2.083482412210496
actual,-2.468996092520112
gp,-4.925945590316059
legit,-8.499023868526335
freak,-5.139856750983849
heard,-3.6410282286941533
us,-1.950973259912484
polit,-4.168530203985918
yall,-1.7799430307129223
dont,-1.7609134700784352
feel_like,-2.986602189614723
yet,-2.7598868381158614
read,-2.8497573047858227
chebul,-2.9417293054614224
stuff,-3.1274214950456414
wevers,2.4813312344777607
unless,-2.7951147644807546
oop,-10.17980397972676
enhyphen,-3.1153080668071462
delet,-6.205036823811487
brain,-7.989454299172201
choos_map,1.4622087230141592
soul_7,1.4515218386534026
love_english,1.4686369864788753
album_gaanauserschoiceicon,1.4553619993476052
gaanauserschoiceiconsaward,1.60798006343679
done,-9.940229360292403
want_gf,0.0
taekook_jikook,0.0
nsfw_18,0.0
au_anim,0.0
leak_onlyfan,0.0
furri,0.0
rt,0.0
gc,0.0
nct_twice,0.0
blackpink,0.0
ateez,0.0
smut_followtrick,0.0
kpop,0.0
fancam_view,0.0
promo_ff,0.0
kink_carrd,0.0
inspo,0.0
beauti_smile,1.3782544251150852
way,-1.8817955765624064
danc,-2.9629175480498224
everyth,-2.2818170759550065
park_jimin,1.7098567771992481
jimin_talent,1.2195135630586633
jimin_preciou,1.2298295903834098
best_boy,1.2149168127433378
jimin_ether,1.2355530454159036
jimin_gener,1.2219664191150557
jimin_angel,1.2184038244471536
jimin_delight,1.2156496423591896
cute,-1.208296798084137
🥳,3.9895652308544425
youuuuu,-5.102257874933579
thank,-3.4472904281999313
left,-2.549667088712397
armyblink,-6.27766360270454
broke,-10.2356925169642
student,-12.518908450254564
wow,-6.028834279128212
wait,-4.173356392080993
mine,2.8481926032259066
week,1.3364339110179129
beauti,-1.4413125311733224
21,3.1744317552006684
joy,-4.190032447763011
rv,0.0
debut,-2.4941896169523297
solo,-4.412948161809887
22,2.9483820867200285
sm,0.0
new,-2.363361932717096
bg,0.0
2021,2.48771831173294
23,-3.597762117739493
project,-4.852938287173292
24,3.3850286867485213
hanbin,0.0
mixtap,-7.453999336774009
soon,-5.912405513312759
25,3.4105902025155057
clc,0.0
sub_unit,0.0
26,2.6865356070325728
cb,-2.5462676672903597
dark,-5.920885775729479
concept,-3.9161764111196886
27,4.071216565560957
x,3.530624563920828
rapper,-5.021935279813031
collab,-4.3288340951031845
28,1.698924599778961
nct,0.0
29,3.2859955017653286
30,-2.9750577276590024
itzi,0.0
full,-4.820795142493672
ilov,-4.435966591495009
retweet,-1.946085169511074
repli,-2.367059109018531
jungkook_sn,3.182113320177548
king,2.154321325479227
done_thank,3.270863983884939
you,-3.8843309245425632
armybomb,4.168470824920843
special_edit,2.821293709564778
fullset,2.4403926150527253
delux_edit,1.8447378102446381
simpl,-5.045977041562434
rule,-4.495322590370656
rt_like,0.0
follow,0.0
instagram,-2.676715772370856
ig,-2.988834666302661
video,-2.9129363705701654
end_soon,-3.8590536251856267
remind,-4.61178291893534
fan_acc,-4.178230191248838
million,-5.313761224101588
lmao,-3.5181076656347354
wonder,-1.4332608707539944
especi,-3.386791059709468
arm,-7.729211106054547
trigger,-6.373466102724474
part_2,-6.8684409468884455
thank_opportun,3.414734067746751
world,-2.773194546239328
u,-2.1791932504395093
care,-2.058002229935158
call,-2.265042746008277
r,-3.322057974568611
surviv,-4.929599463676952
via,-1.4920434751820058
life,-2.1588455651097287
honestli,-3.884189773289866
scare,-4.86402690544946
me🥺,-5.135384500704304
never,-2.1187436980058796
omg,-1.6835921872555406
armi_bomb,2.9838028540756594
thankyou,3.20400059388471
ron,-3.88367266620622
miss_much,-7.474635550728049
realiti,-3.6577443794031
‍,-7.266244480376172
break,-4.237372361545004
raplin,-9.814349320722751
marri,-2.048312752044874
cut,-7.923547879212876
strong,-2.985972477134925
hello,-4.739896351078062
jeon_jungkook,2.4438005284825586
clean,-9.217917739730606
better,-2.0775542235151154
wifey,-4.311756638668983
next,-4.952260039638666
choos_best,1.4387347545243545
male_english,1.4333605289967937
voic_gaanauserschoiceicon,1.397878768141904
twt,-3.394294649890881
account,-2.525312533274426
lip,-3.311368847512947
creepi,-4.173307051545871
twitter_account,-4.364315472645087
sell,2.103316968568983
buy,-2.2795414796651166
cousin,-6.095789434726268
birthday,-3.322091546882992
comment,-5.189809690155076
pictur,-4.757527846533345
link,2.2470447267648637
thank_you,-3.61106872518031
dont_forget,-2.730631917671717
rezeki,-3.0821763053057643
sinc,-2.4762322882973433
humbl,-3.038674226744295
wont,-2.775134979730242
brag,-5.797968080346433
achiev,-2.23849182802831
coz,-5.79689019515559
ok,-4.192239938650986
black,-3.948666878665385
got,-2.7762681937744147
🤨,-6.5946224788602255
listen_snow,1.8748482465487917
flower_v,1.7528180919229834
feat_peakboy,1.8892250317503871
soundcloud,1.7775975394239847
understand,-2.2868961377121497
turn,-4.971575271250744
size,2.4887301000845623
exact,-4.8321240062715285
meter,-3.6742054377534106
apart,-2.6401294061488456
affect,-3.154992486853421
chang,-2.0454574331719306
need,-2.076985381709276
would,-2.0436860917921233
impact,-4.547691434121663
wish,-2.9778425257597383
money_buy,-5.005559744700896
mamamoo,0.0
cannot,-7.060208347397261
log,-6.44836357233751
txt,0.0
final,-5.089205795994162
bts’_junior,-3.3878644820391592
they’r,-3.1809850135410964
yr,-4.542394199454574
rooki,-2.4638340439606874
stage,-2.3101059169233573
media,-1.323125522313491
push,-5.02737862232621
kb,-3.882126832360428
last_night,-7.1551211544620905
set,1.8244500696350021
goodnight,-4.999929274342483
breakdown,-8.678604094374865
person,-2.0280921923384665
experi,-2.7620082083254727
armi_retweet,1.2853853177540713
gain_activ,1.2597067892465097
mutual_follow,1.244875953697522
everyon_rt,1.2761391755058413
make_sure,1.1654398518251305
follow_back,0.0
stop_give,-5.896018999166892
say,-1.712251913767143
alot,-4.2550802511080725
guy,-2.6121292524262456
comeback,0.0
malaysia,2.840039877617348
come_back,-11.301962602836307
back_normal,-5.10225675318756
btsarmi,1.9709116578428707
ongo,2.1358752134386627
vote,1.1437198107298014
starplay,1.5649276024013277
16,2.974142313219018
n_star,1.4374581201803698
125,1.7229809753546805
birthday_project,2.645168466772322
thank_much🥰,-4.228164282377892
soti_thing,-4.3540245424610315
dont_know,-2.4699009004034083
lol,-5.051058284873097
bh,-1.785108039309709
rare,-3.690748917443707
promot,-2.4023700732554976
well,-2.366577993630979
reason,-1.9638247826367754
took,-3.32294722593621
job,-7.14349830081377
translat,-3.020802024878079
shouldnt,-2.86930171451441
anti,-2.330933294416498
say_anyth,-3.091687361764327
bring,-3.1851313203529745
nathan,-5.316194537121642
bad,-2.643369241422601
lizard,-5.4327570428329475
small,-4.888425510208658
5th,3.225357783277561
juli,-5.037753946400775
charact,-4.460053282523201
limit,-3.7281637891443293
word,-2.2081683547974977
fuck,-2.4153113540359983
drag,-2.1124217678779122
mf,-4.8188512453830805
differ_group,-6.228307322572159
best,-1.207581997721461
individu,-3.2604860994721845
can’t,-2.955254840078854
escap,-4.697224458481384
bts’,-2.1611708977478363
first,-2.609475042631565
second,-3.8276638025641816
came,-3.1250471876744914
mani,-2.444228591065545
year,-1.9909459025803553
big,-2.468806717714889
thing,-1.6751404460297676
wast,-5.54887931252275
wave,-8.515648738120703
pocket,3.0283786049704142
telepathi,-4.193509822616026
she,-4.495046802365406
dead,-7.599714224793987
hors,-6.297250700845514
william,-5.656681149272627
pay,-2.625320351943858
man,-3.4179298516827905
goe,-4.940293478969994
see,-1.9468752384779064
ambidextr,-6.024401832324958
except,-3.886933670716471
come,-2.9575440765334204
write,-2.3635212356865876
clearli,-2.815721884438482
adel,-5.382251854027427
let,-2.8779441024955945
legendari,-6.001462109577121
beatl,-2.3106434256734514
music,-1.5308160103984547
definit,-3.846486875915125
sound,-3.0665275336402544
no1,-7.1040817234236915
discredit,-4.749571091078826
everyon,-2.228914867499367
asia,-5.308034059223012
obvious,-3.1191193588253454
forgotten,-11.167033015979326
hoseok,2.317489229426974
declar,-5.211018651132723
bangtan,-1.167863268243829
2nd,-3.0081376256010857
leader,0.0
bc,-1.9257342003122186
behind_scene,-6.060856191714244
hobi,2.236710093871914
keep_feet,-4.946867606909033
amp,-2.0965801189519375
he,-3.577976627963117
sunshin,-1.9979759054758341
sound_like,-5.0083566595122795
earli,-3.6367942727568736
day,-2.527050695735132
repeat,-5.982490440765608
kick,-8.701427805517211
stream_ami,-4.281586961235212
nomin,-2.219576608247654
6,1.1638583520635513
categori,1.4350097176119339
pop,2.356204258867976
fandom,-2.188625821984473
documentari,-2.6939708540335636
help_get,1.2750681144619624
last_year,-3.9442724669878273
hehe,-3.839348894578645
welcom,-6.841166762711581
doesnt,-2.4935810409330426
go,-1.997620558007674
curiou,-5.780909707069912
public,-3.297647539520483
work_hard,-3.3612414852228274
dont_deserv,-1.4003673632242237
success,-2.3114562010348405
friend,-2.958142721098602
today,-3.4157060238230397
die,-6.982271050259321
base,-3.5976918704768783
lmaooo,-8.663827243584176
mochi,-2.266449614319964
pure,-3.401564522633263
soul,2.438233290484882
whether,-3.0210862836262975
7,1.2024903255001562
0,2.2739996847405046
mind,-2.67196757298903
protectbt,1.3040023429401815
cypher,-7.14179787680872
wake,-5.144622861772398
si,1.8841081743074184
5,1.1726871239760812
map_soul,1.442448825075332
bless,-4.7363668897934135
huhu,-4.258055426481672
ive,-2.872647218289572
close,-3.892025938954862
ate,-7.3384540295648035
hope,-2.627579747893584
nice,-1.2644081027842782
warm,-4.059663263358465
shower,-3.523350395221564
hot,-2.61820172530278
meal,-4.883185686540668
“i’m,-3.0358774707167795
start,-2.244964643113293
dare,-11.248593678918436
bts,-7.16032375595532
exactli,-5.9730488624680556
🥺🥺🥺,-4.425948372754497
agre,-4.478493955901008
none_busi,-1.7674681836613364
etc,-1.892321949845657
free,0.0
period,-8.826156838264705
tough,-8.526015870965844
caus,-2.28493927937202
they’v,-4.391468936436794
separ,-7.102342285324731
lose,-3.148657701500233
year_dynamitebt,0.0
male,-2.5765616991899956
babi,-1.3304736142352707
take_care,-2.9326977795050517
other,-2.4846835453900633
said,-2.0177368838989276
poc,-3.0840976408988507
white,-5.219077548320461
race,-3.6930604934890563
asian,-4.655692321264767
win,-1.9514803647362922
slept,-6.650273729204472
food,-2.1156291105530265
arent,-3.227313408991839
oo,2.7765634969601343
fav,-4.906563787831627
big_hit,-4.597052380573775
entertain,-3.1600473857371063
tour,1.155420808464604
major,-6.067854816501172
citi,2.976952952074933
sign,-5.740617843353407
consist,-11.758067300356032
abt,-2.3404258768523296
rt_pin,-2.7067752571891495
unhel,-4.570248451097928
🤣,-6.678735256143442
eagl,-2.7727411395325854
steph,0.0
squad,-3.385639728894722
fire,-11.6066703542142
tempt,-6.107022734286246
ad,-4.088487459198095
playlist,-2.1092187255163375
anyway,-5.0535217979901175
🤗,-4.1662289732378905
admir,-3.1828653567354768
drive,-6.602910098513855
forc,-3.2808812484319754
creat,-2.629826648279194
speak,-3.0335123792347956
dedic,-4.2831985001678285
toward,-2.747914933828979
artistri,-3.705588225143965
growth,-3.385152320071322
everi,-2.358909223184377
allow,-4.656658256949553
voic,-1.6991552734217985
opinion,-3.8683131349847586
without,-2.613861365253559
attack,-3.653385969838266
wevers_magazin,1.2064910276953902
•_interview,1.4744536610258012
rm_jin,1.3932419898773885
suga_jhope,1.5148504878239173
v_jk,1.6396705491315902
8,1.2714182602760504
seventeen,0.0
9,1.2796422998518493
🤩,2.89177013584154
seen,-2.752052421995009
singl,-3.595527159268297
edit,0.0
disappoint,-8.126213309701992
song_fit,-12.560787523119048
perfectli,-5.921347535153027
kid,0.0
run,-6.439631433306465
fight,-1.7471450092822796
iranian,-3.1295343753254166
army,2.1818563177585095
banget,3.992730657183181
ini,3.1794584256753557
kim,-8.874877106051509
btss,-3.4651593680999153
step,-6.382267036372533
lt,-7.507044173884447
thank_much,3.5620906725390276
y’all,-2.4698421821178966
talk,-2.1389821882525606
main,-4.617956138897644
songwrit,-3.340239091732247
leav,-2.8721135972364435
someth,-2.1830851443656005
rub,-6.303983157938829
wrong_way,-4.955383913916344
certainli,-5.491397233596786
besti,-3.505746215385985
wont_stop,-5.541758318345384
shut,-6.205372491332371
kiss,-4.916319160366942
ye,-5.685073272177406
articl,-2.748659726524335
insight,-6.0978605424654715
doesn’t,-3.0754084072746384
dig,-3.8418788067714447
mean_behind,-3.1843306622936964
letter,-4.562757777616282
gay,0.0
two,-3.908136320432572
name,-3.0910849641396303
2_3,1.2255733926814445
coincid,-3.338223625629638
conclus,-4.925021062211737
sope,0.0
same,3.3829611397427124
jyp,-4.617929181642716
gonna,-2.5179504990776986
broken,-5.1032666423600705
law,-6.223851117435238
whole,-2.5829241460470493
r_u,-11.297882732387219
liter,-2.2954924926151077
give_us,-4.71916858389145
silent,-13.6286898774683
treatment,-5.719250785631809
that,-2.0677873956943844
probabl,-3.4287669814849218
consid,-2.344994243711577
merch,2.234202514817154
littl,-3.4966768169634936
collect,-2.4336559986709663
hahaha,-6.0034387003070275
anoth,-3.0920005476636483
lowkey,-5.085313415243133
reach_goal,-5.423721426946815
long_time,-2.9775343095359976
ago,-6.794889355441934
everyon_els,-7.501406271337404
page_4,-3.1163906724762187
365,-2.881142790119291
work,-2.051306838004575
seokjini,-3.2080211717676397
brighten_day,-3.6353751571856145
seokjin_btsjin,3.026497800822442
it,-9.852573300587178
someon,-2.6849045678211048
suffer_alon,-5.550869687397508
all,-8.909540023831346
fine,-4.919795173604839
rest,-3.8310601846448793
ki,3.0511205462471134
excus,-4.568260777669303
light,-4.192216516532778
don’t,-1.927264101151986
info,-3.8251796624203593
2020_ep123,3.6429902421569667
date,0.0
9pm_kst,3.8749881764813012
myt,2.6482656362232038
doll,2.8850224238660522
happi,-2.4183855465821202
youu,-3.610163494666371
dna,2.7542414910799313
mv,0.0
mic_drop,1.2603315123810548
hook,-2.321767793948188
i’v_never,-4.910701118438834
ive_never,-5.666355661321462
thought,-2.8670988118834155
check,-3.354892404519672
total,-4.449364166225119
updat,2.9002070749094577
box,2.7527408426434663
transit_ph,2.231231283383913
christma,-5.394112301859326
sale,2.294336067953135
lightstick,2.7727749705931126
patient,2.6731729787075142
lang,2.4790669728542625
po,2.651215940183232
bp,0.0
pa,2.6767876924526726
sa,2.4318006312386378
supplier,1.8795560788752952
best_dancer,1.2106713761317454
singer,-1.6538595463010557
jimin_handsom,1.1996289243568747
jimin_strong,1.19291635117889
jimina,1.6990820452107587
plan,-6.133865905890702
anniversari,-4.30221736741957
daddi,0.0
oh,-8.220514513956116
pretti,-1.5141034201593369
bst,-6.644691463174264
luv,-8.066391558637875
brother,-4.040448900816364
alright,-6.140898678243988
episod,-7.632558805988035
univers,-14.23752024923939
stori,-4.1848443978465015
fantasi,0.0
action,-6.958604672780068
taehyung,0.0
miss_u,-4.477503549208965
appreci,-3.2152314352991254
main_dancer,-2.7435390928726013
talent_man,-2.7544989397395256
indonesian_armi,-5.028259287631798
ear,-4.798949883523328
bud,-4.845980035364962
anyth,-1.2833709917304754
good_morn,1.8100349542471637
good_morning,-4.269023507301613
album_gaanauserschoiceiconsaward,1.5742513954350574
sweetheart,-9.582663078956367
bought,-5.49975953754455
glass,-2.553396749972886
onlin,-5.150736807632303
return,-6.661397839412605
sinc_it’,-2.905954259163153
kinda,-5.033987559256603
fake,-5.399575340611901
real_life,-3.5536320287292678
proof,-4.703902460300998
pleas_help,1.2025673731175404
dm,1.7417464140763121
tt,-3.7931125728496977
i’ll,-6.595986606297035
detail,-3.088083811677306
exo,0.0
stay,-1.1826504575084078
wasnt,-4.596336229418319
discov,-5.304454274668529
reaction_video,-3.68677695245629
2018,2.293981135425505
saw,-3.100500490990877
dope,-6.592602962113144
2015,-3.732464728864164
first_time,-12.864896318830928
reaction,-6.885115523179973
guess,-4.580735237962865
right,-2.6458056968125554
c,2.7737159386692682
intern,-4.306187585137179
intent,-8.554332767408605
last,-4.499603571722864
can’t_believ,-8.57682969042351
state,-4.209796315666496
entir,-6.7056267490426436
spring_day,-4.249041509276203
school,-3.63210073463461
websit,2.0552442878899364
watch,-2.525701946459449
professor,-7.608431260132493
discuss,-3.9029813838148217
give,-2.1934719319064575
fanwar,-3.17914980161769
mostli,-3.8233279324844838
get_along,-3.8874673517370373
doesn’t_mean,-4.100741829171481
we’r,-3.4958318077523485
ff,0.0
top,-1.7728449084213513
sht,-3.1212062859527467
music_industri,-4.12352776705907
doesnt_give,-6.4721631214293165
ignor,-3.5712462715350783
went,-3.7114190041746027
18_hentai,0.0
edit_giveaway,0.0
kpop_gc,0.0
repli_taekook,0.0
jikook_fancam,0.0
promo_gc,0.0
nomin_loyali,0.0
list_thread,0.0
comeback_acc,0.0
rate_porn,0.0
gain_mutual,0.0
follow_trick,0.0
sexi_au,0.0
blackpink_twice,0.0
loona_astro,0.0
exo_ff,0.0
lisa_jenni,0.0
rosè_jungkook,0.0
kai,0.0
truli,-4.007678161412314
na,2.3589305738882533
alway_side,-3.4450211809547597
amaz_person,-5.344766382641676
heartwarm,-3.7504652721189133
lt3,-4.889067364719856
oomf,0.0
why,-4.01409998687249
taekook,0.0
inspir,-1.2271626323715592
tan,2.0000260543812236
summer,-5.11944017886277
choos,-2.5357665257786715
ill,-4.308249626965582
paus,-9.076080873283303
doubt,-4.488018941057135
heartbeat,-4.6581250538640235
save,-5.020847129957736
minyoongi_junghoseok,1.5651407485242408
kimseokjin,2.026855612750945
kimtaehyung,-1.810637262246643
parkjimin,1.670873105413145
yeonjun,0.0
enhypen,0.0
heeseung,2.8443915807594906
expect,-2.90337077176317
strike,-6.442081502469202
bollywood,-5.394106458814699
copi,-3.065444592753021
hindi,-6.457783428824955
btstwt,2.098845917363907
increas,-10.31498273108471
sexual,-4.166828467275739
vmin,0.0
soulmat,-5.260634777533495
sexualis,-7.646975646115234
anybodi,-3.4072591373582157
young,-4.937496654330789
stan_twt,-1.9286260785199796
trend,-3.3862222795295955
intellectu,-5.970953689681091
im_sorri,-6.027745214626116
preciou,-2.8539630160318183
even_though,-3.7907210332764136
we’v,-6.013309529173767
known,-3.9230980988998376
approach,-7.568289335063487
hasn’t,-9.278381537343554
it’,-1.9827170230213094
journey,-5.399220965127563
tell,-2.5445015887628637
mental,-6.292079911893184
“okay_and”,-6.985652117420247
icon,-4.131927463081885
ℎ,1.5301698223775646
i’m_gonna,-7.217906189837423
stream,-1.899289493273824
zoom,-4.244226717138306
class,-6.949122531588451
besti_miss,-4.630349724700899
soo_much,-8.076004671614887
trust,-3.4205370062471574
hit,-4.405139877506578
wtf,-5.586063322432852
shop,2.8675550141190334
meet,-2.314133810815144
armi_mind,1.2680167926203891
247_goe,1.2515495045681835
lock,-6.36023694642039
rap_line,-12.93582646810852
plss,-8.042267704019359
everyday,-2.198704236327722
nsfw_dom,0.0
sub_porn,0.0
mark_fancam,0.0
giveaway_follow,0.0
trick_ifb,0.0
ass_thread,0.0
rt_stan,0.0
bg_gg,0.0
au_ateez,0.0
red_velvet,0.0
gain_loona,0.0
mutual,0.0
kpop_trista,0.0
18,0.0
jungkook_exo,0.0
gc_skz,0.0
itzi_f4f,0.0
taehyung_view,0.0
trisha_payta,0.0
bp_twice,0.0
privaci,-1.8432517781976419
drug,-8.570473627184143
murder,-7.305271973632944
touch,-5.898848241361799
ever,-3.15894630116145
support,-2.419658511928489
famili,-2.822867590629477
yang,4.468042768084573
one_day,-6.959592463259221
akga,-4.937893237142837
tae,-4.521290182602443
seem,-3.6149803683223376
favourit,-8.142699037661622
namjoon_rm,2.2690414301373094
quiet_late,-3.655494163522098
miss_sm,-3.9574332018955345
open,-6.125617076581487
front,-5.628563706571485
camera,-3.1177072747039736
kim_taehyung,-3.9690553862357314
bollywood_copi,-8.876110489778412
rather,-2.2293483489641877
sit,-3.8665851726848826
favorit,-4.672174066677228
cloy,-7.4017468377249545
lift,-4.219256275317487
around,-2.994203180447025
coupl,-2.8729499374314367
dorm,-6.787552338910094
write_song,-6.4125087324713705
somewher,-2.568455931717271
korea,-1.1502068888253565
without_even,-4.654094389135
funni,-4.158822099264818
rememb,-3.021410873782423
enough,-3.2119845780513647
lost,-6.941731886379559
🤩🤩🤩,3.1459119580490973
ga,0.0
possibl,-3.7303106370781074
hihi,-5.058588406158425
concert,-4.99058361494048
thread,0.0
gfriend,0.0
nonstop,-8.802150633594955
idk,-2.331969118960704
ao3,-3.8677357235982117
uhh,-8.100160637686677
useless,-3.2381575251953234
artist,-1.7687506816461775
origin,-3.43310258326522
h,-3.2712060723801266
kya,-4.227447496958385
ko,2.6274764141179476
bhi,2.953396940058534
n,-3.3079412731341167
perfect,-1.9792489585400481
attack_bangtan,4.135005433322955
intro,-4.433445607158671
skool_luv,2.3904346433836534
affair,2.8062318757288667
card,2.361360274109257
134340,1.9267846593281435
outro,3.5086226436928234
crack,-5.758872287508786
suga_“im,1.2356284858331636
grate_still,1.2702881096217455
unvisit_area,1.2312709446398031
world_music”,1.2831630275853385
sooo_much,-6.151888188791151
fun,-4.716321532592556
enjoy,-3.891513994481687
tho,-5.412311759734862
underr,-4.709262045012916
kpop_artist,-2.5310339459224296
youtub,1.4839379613825519
psi,2.3339868376411976
big_bang,0.0
ikon,0.0
boycott,0.0
dj,0.0
level5,0.0
leak,0.0
charli_damelio,0.0
bryce_hall,0.0
noah_beck,0.0
chase,0.0
followtrick,0.0
skz,0.0
soo,-9.36087828091968
cool,-5.772634960047423
🥰,-3.967980677643827
hope_great,-11.333673121830644
dinner,-5.693586626832887
effort,-5.125869005068124
what,-6.844000800589348
arrog,-7.792535921125116
ass,-3.872805924560333
earth,-4.194555607107499
